"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"CORE EXPLORATION LIMITED","CXO","Materials","0.0530","0.0540","0.0530","0.0010","214513"
"CORIZON LIMITED","CIZ","Materials",,"","","",""
"CORPORATE TRAVEL MANAGEMENT LIMITED","CTD","Consumer Services","21.8300","21.8600","21.7500","0.0546","57777"
"CORUM GROUP LIMITED","COO","Software & Services","0.0400","0.0400","0.0400","0.0000","79212"
"COSTA GROUP HOLDINGS LIMITED","CGC","Food, Beverage & Tobacco","5.5500","5.5700","5.5500","-0.0200","217169"
"COUGAR METALS NL","CGM","Materials","0.0170","0.0180","0.0170","-0.0009","1395822"
"COUNTPLUS LIMITED","CUP","Commercial & Professional Services","0.6400","0.6400","0.6400","0.0000","20000"
"COUNTY INTERNATIONAL LIMITED","CCJ","Energy","0.0070","0.0070","0.0070","-0.0009","90000"
"COVATA LIMITED","CVT","Software & Services","0.0550","0.0550","0.0550","-0.0019","2956"
"COVENTRY GROUP LIMITED","CYG","Capital Goods","1.1000","1.1200","1.1000","0.0000","664"
"COVENTRY RESOURCES LIMITED.","CYY","Materials","0.1100","0.1100","0.1000","0.0052","846174"
"COZIRON RESOURCES LIMITED","CZR","Materials","0.0120","0.0120","0.0100","0.0000","240000"
"CPT GLOBAL LIMITED","CGO","Software & Services","0.1600","0.1600","0.1600","0.0000","2043"
"CRADLE RESOURCES LIMITED","CXX","Materials","0.1150","0.1150","0.1150","-0.0048","33783"
"CRATER GOLD MINING LIMITED","CGN","Materials","0.0080","0.0080","0.0080","-0.0009","19"
"CRE8TEK LIMITED","CR8","Software & Services","0.0660","0.0700","0.0660","-0.0010","2575587"
"CREDIT CORP GROUP LIMITED","CCP","Diversified Financials","19.1900","19.3100","19.1900","-0.0096","27902"
"CRESO PHARMA LIMITED","CPH","Pharmaceuticals, Biotechnology & Life Sciences","0.5250","0.5250","0.5200","0.0050","39155"
"CROMWELL PROPERTY GROUP","CMW","Real Estate","0.9550","0.9600","0.9520","0.0000","196236"
"CROPLOGIC LIMITED","CLI","Class Pend",,"","","",""
"CROSSLAND STRATEGIC METALS LTD","CUX","Materials","0.0060","0.0060","0.0060","0.0000","6500"
"CROWD MOBILE LIMITED","CM8","Media","0.2250","0.2250","0.2250","0.0030","37560"
"CROWN RESORTS LIMITED","CWN","Consumer Services","11.2450","11.3100","11.2400","0.0349","265685"
"CRUSADE ABS SERIES 2013-1 TRUST","CUF","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2015-1 TRUST","CUH","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2016-1 TRUST","CU1","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2017-1 TRUST","CU2","Not Applic",,"","","",""
"CRUSADER RESOURCES LIMITED","CAS","Materials","0.0970","0.1000","0.0970","0.0020","133494"
"CRYOSITE LIMITED","CTE","Pharmaceuticals, Biotechnology & Life Sciences",,"0.1300","0.1300","-0.0276","16666"
"CSG LIMITED","CSV","Software & Services","0.4950","0.5100","0.4900","0.0081","123803"
"CSL LIMITED","CSL","Pharmaceuticals, Biotechnology & Life Sciences","133.7500","134.1800","133.7400","0.1338","61836"
"CSR LIMITED","CSR","Materials","4.7300","4.7400","4.7200","0.0099","318701"
"CTI LOGISTICS LIMITED","CLX","Transportation","0.9000","0.9000","0.9000","-0.0195","2000"
"CTL AUSTRALIA GROUP LIMITED","CIT","Class Pend",,"","","",""
"CUDECO LIMITED","CDU","Materials","0.3600","0.3700","0.3600","0.0051","4172"
"CUE ENERGY RESOURCES LIMITED","CUE","Energy","0.0600","0.0600","0.0600","0.0055","100000"
"CULLEN RESOURCES LIMITED","CUL","Materials","0.0010","0.0010","0.0010","-0.0005","3000000"
"CV CHECK LTD","CV1","Software & Services","0.0960","0.0960","0.0960","-0.0010","89128"
"CVC LIMITED","CVC","Diversified Financials","2.1300","2.1300","2.1300","0.0000","1808"
"CWH RESOURCES LTD","CWH","Materials",,"","","",""
"CYBG PLC","CYB","Banks",,"","","",""
"CYCLIQ GROUP LTD","CYQ","Software & Services",,"","","",""
"CYCLOPHARM LIMITED","CYC","Health Care Equipment & Services","0.7500","0.7500","0.7500","0.0000","30000"
"CYNATA THERAPEUTICS LIMITED","CYP","Pharmaceuticals, Biotechnology & Life Sciences","0.6500","0.6550","0.6500","-0.0099","10839"
"DACIAN GOLD LIMITED","DCN","Materials","2.0250","2.0300","1.9850","0.0051","52026"
"DAMPIER GOLD LIMITED","DAU","Materials","0.0390","0.0390","0.0390","0.0021","2404"
"DANAKALI LIMITED","DNK","Materials","0.7000","0.7100","0.6950","0.0000","34096"
"DARK HORSE RESOURCES LIMITED","DHR","Materials","0.0070","0.0070","0.0070","0.0000","459697"
"DART MINING NL","DTM","Materials","0.0070","0.0070","0.0070","0.0000","100000"
"DATA#3 LIMITED","DTL","Software & Services","1.7150","1.7200","1.7150","0.0000","10756"
"DATADOT TECHNOLOGY LIMITED","DDT","Automobiles & Components","0.0060","0.0060","0.0060","0.0000","3300000"
"DATELINE RESOURCES LIMITED","DTR","Materials","0.0200","0.0200","0.0200","0.0000","330000"
"DAVENPORT RESOURCES LIMITED","DAV","Materials","0.1400","0.1400","0.1400","0.0000","10265"
"DAWINE LTD","DW8","Food, Beverage & Tobacco","0.0090","0.0090","0.0090","-0.0009","108000"
"DE GREY MINING LIMITED","DEG","Materials","0.1500","0.1570","0.1450","0.0052","7207967"
"DE.MEM LIMITED","DEM","Utilities","0.3400","0.3400","0.3400","0.0000","14285"
"DECIMAL SOFTWARE LIMITED","DSX","Software & Services","0.0320","0.0320","0.0320","-0.0010","50000"
"DECMIL GROUP LIMITED","DCG","Capital Goods","1.2420","1.2500","1.2400","-0.0030","73027"
"DEEP YELLOW LIMITED","DYL","Energy","0.2150","0.2150","0.2150","0.0000","5329"
"DELECTA LIMITED","DLC","Retailing","0.0040","0.0040","0.0040","0.0000","220000"
"DELTA SBD LIMITED","DSB","Materials",,"","","",""
"DEMPSEY MINERALS LIMITED","DMI","Materials","0.0610","0.0610","0.0610","-0.0010","200000"
"DEPARTMENT 13 INTERNATIONAL LTD","D13","Capital Goods","0.1050","0.1050","0.1050","0.0000","6000"
"DESANE GROUP HOLDINGS LIMITED","DGH","Real Estate","1.2100","1.2100","1.2100","-0.0293","1750"
"DEVINE LIMITED","DVN","Real Estate","0.3650","0.3650","0.3650","0.0000","1954"
"DEXUS","DXS","Real Estate","9.4850","9.4900","9.4400","0.0759","407549"
"DGO GOLD LIMITED","DGO","Materials","1.5500","1.6050","1.5500","0.0050","18892"
"DGR GLOBAL LIMITED","DGR","Materials","0.1050","0.1050","0.1050","0.0000","89556"
"DIATREME RESOURCES LIMITED","DRX","Materials","0.0150","0.0150","0.0150","0.0000","300000"
"DICKER DATA LIMITED","DDR","Technology Hardware & Equipment","2.5600","2.5900","2.5600","-0.0100","12974"
"DIGIMATIC GROUP LIMITED","DMC","Software & Services","0.0420","0.0420","0.0350","0.0000","115000"
"DIGITALX LIMITED","DCC","Software & Services","0.0590","0.0590","0.0580","0.0000","1263059"
"DIMERIX LIMITED","DXB","Pharmaceuticals, Biotechnology & Life Sciences",,"","","",""
"DING SHENG XIN FINANCE CO. LIMITED","DXF","Diversified Financials",,"0.0500","0.0500","0.0000","89220"
"DIPLOMA GROUP LIMITED","DGX","Capital Goods",,"","","",""
"DIRECTMONEY LIMITED","DM1","Diversified Financials","0.0330","0.0330","0.0330","0.0000","250000"
"DISCOVERY AFRICA LIMITED","DAF","Materials","0.0120","0.0120","0.0120","0.0000","141550"
"DIVERSIFIED UNITED INVESTMENT LIMITED","DUI","Diversified Financials","3.8200","3.8200","3.8200","-0.0099","800"
"DJERRIWARRH INVESTMENTS LIMITED","DJW","Diversified Financials","3.5200","3.5400","3.5100","-0.0099","33824"
"DOMACOM LIMITED","DCL","Diversified Financials","0.1050","0.1150","0.1050","0.0000","98550"
"DOME GOLD MINES LIMITED","DME","Materials",,"0.2200","0.2200","0.0000","2500"
"DOMINO'S PIZZA ENTERPRISES LIMITED","DMP","Consumer Services","45.5600","45.6300","45.4900","0.0820","75955"
"DONACO INTERNATIONAL LIMITED","DNA","Consumer Services","0.4200","0.4250","0.4150","-0.0020","94990"
"DONGFANG MODERN AGRICULTURE HOLDING GROUP LIMITED","DFM","Food, Beverage & Tobacco","0.7700","0.7750","0.7650","0.0000","62934"
"DORAY MINERALS LIMITED","DRM","Materials","0.1950","0.2000","0.1950","0.0000","10132"
"DORSAVI LTD","DVL","Pharmaceuticals, Biotechnology & Life Sciences","0.2700","0.2850","0.2700","-0.0049","24900"
"DOTZ NANO LIMITED","DTZ","Semiconductors & Semiconductor Equipment","0.1350","0.1350","0.1350","0.0052","13750"
"DOWNER EDI LIMITED","DOW","Commercial & Professional Services","6.7850","6.7900","6.7600","-0.0047","319225"
"DRAGON MINING LIMITED","DRA","Materials","0.2500","0.2500","0.2500","0.0000","11999"
"DRAGON MOUNTAIN GOLD LIMITED","DMG","Materials","0.0090","0.0090","0.0090","0.0000","397783"
"DRAGONTAIL SYSTEMS LIMITED","DTS","Software & Services","0.2200","0.2200","0.2200","0.0000","10000"
"DRAIG RESOURCES LIMITED","DRG","Materials",,"","","",""
"DRAKE RESOURCES LIMITED","DRK","Materials",,"","","",""
"DREAMSCAPE NETWORKS LIMITED","DN8","Software & Services","0.2200","0.2200","0.2200","0.0000","3000"
"DRIVER AUSTRALIA FOUR TRUST","DAZ","Not Applic",,"","","",""
"DRIVER AUSTRALIA MASTER TRUST","DAM","Not Applic",,"","","",""
"DRIVER AUSTRALIA THREE TRUST","DAE","Not Applic",,"","","",""
"DRIVER AUSTRALIA TWO TRUST","DAQ","Not Applic",,"","","",""
"DRONESHIELD LIMITED","DRO","Technology Hardware & Equipment","0.2000","0.2050","0.2000","0.0000","5000"
"DROPSUITE LIMITED","DSE","Software & Services","0.0610","0.0610","0.0610","-0.0010","10000"
"DTI GROUP LTD","DTI","Technology Hardware & Equipment","0.1300","0.1300","0.1300","0.0000","775"
"DUBBER CORPORATION LIMITED","DUB","Software & Services","0.3400","0.3400","0.3350","0.0000","9005"
"DUKETON MINING LIMITED","DKM","Materials","0.1200","0.1200","0.1200","-0.0048","1491"
"DULUXGROUP LIMITED","DLX","Materials","7.0050","7.0300","7.0000","0.0147","213478"
"DUXTON WATER LIMITED","D2O","Utilities","1.0500","1.0500","1.0400","0.0101","35000"
"DWS LIMITED","DWS","Software & Services","1.3450","1.3500","1.3400","0.0000","2047"
"DYNASTY RESOURCES LIMITED","DMA","Materials",,"","","",""
"E2 METALS LIMITED","E2M","Materials","0.1200","0.1200","0.1200","0.0000","9789"
"EAGLE HEALTH HOLDINGS LIMITED","EHH","Household & Personal Products",,"","","",""
"EAST ENERGY RESOURCES LIMITED","EER","Energy",,"0.0080","0.0080","0.0000","78557"
"EAST WEST ENERGY LIMITED","EWE","Energy",,"","","",""
"EASTERN GOLDFIELDS LIMITED","EGS","Materials",,"0.2400","0.2400","0.0000","73358"
"EASTERN IRON LIMITED","EFE","Materials","0.0110","0.0110","0.0110","0.0011","126402"
"EASTON INVESTMENTS LIMITED","EAS","Diversified Financials","1.2500","1.2500","1.2500","0.0000","5537"
"EBOS GROUP LIMITED","EBO","Health Care Equipment & Services",,"","","",""
"ECARGO HOLDINGS LIMITED","ECG","Commercial & Professional Services","0.0510","0.0510","0.0510","0.0010","2000"
"ECHO RESOURCES LIMITED","EAR","Materials","0.2000","0.2000","0.2000","0.0000","48969"
"ECLIPSE METALS LIMITED.","EPM","Energy","0.0050","0.0050","0.0050","0.0000","200000"
"ECLIPX GROUP LIMITED","ECX","Diversified Financials","4.0600","4.0600","4.0400","0.0000","250740"
"EDEN INNOVATIONS LTD","EDE","Energy","0.1800","0.1800","0.1750","0.0000","205259"
"EGAN STREET RESOURCES LIMITED","EGA","Materials","0.2650","0.2650","0.2650","0.0000","81302"
"EHR RESOURCES LIMITED","EHX","Energy","0.1300","0.1300","0.1300","0.0000","102264"
"EILDON CAPITAL LIMITED","EDC","Diversified Financials","1.0550","1.0550","1.0550","-0.0050","8"
"ELANOR INVESTORS GROUP","ENN","Consumer Services","2.1400","2.1500","2.1400","0.0000","3733"
"ELANOR RETAIL PROPERTY FUND","ERF","Real Estate","1.3600","1.3600","1.3600","0.0000","15000"
"ELDERS LIMITED","ELD","Food, Beverage & Tobacco","4.7950","4.8500","4.7950","0.0149","158379"
"ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","EOS","Capital Goods","2.6900","2.7000","2.6900","-0.0395","1109"
"ELEMENTOS LIMITED","ELT","Materials","0.0090","0.0090","0.0090","-0.0009","21222"
"ELIXIR PETROLEUM LIMITED","EXR","Energy","0.0440","0.0440","0.0440","0.0069","19063"
"ELK PETROLEUM LIMITED","ELK","Energy","0.0630","0.0630","0.0620","0.0010","53467"
"ELLERSTON ASIAN INVESTMENTS LIMITED","EAI","Not Applic","0.9650","0.9650","0.9600","0.0050","119836"
"ELLERSTON GLOBAL INVESTMENTS LIMITED","EGI","Not Applic","1.0000","1.0000","0.9950","-0.0099","22500"
"ELLEX MEDICAL LASERS LIMITED","ELX","Health Care Equipment & Services","1.0900","1.0900","1.0900","0.0000","7557"
"ELMO SOFTWARE LIMITED","ELO","Software & Services","2.5400","2.5400","2.5400","-0.0099","900"
"ELSIGHT LIMITED","ELS","Technology Hardware & Equipment","0.3000","0.3100","0.3000","0.0000","89855"
"ELYSIUM RESOURCES LIMITED","EYM","Materials","0.0080","0.0080","0.0080","-0.0009","112000"
"EMBELTON LIMITED","EMB","Capital Goods",,"12.5000","12.5000","0.0000","1000"
"EMECO HOLDINGS LIMITED","EHL","Capital Goods","0.1920","0.1950","0.1900","-0.0077","715287"
"EMERALD RESOURCES NL","EMR","Materials","0.0440","0.0440","0.0440","0.0000","60000"
"EMERGENT RESOURCES LIMITED","EMG","Materials",,"0.0080","0.0080","0.0000","163"
"EMERGING MARKETS MASTERS FUND","EMF","Not Applic","1.9700","1.9700","1.9700","0.0000","2300"
"EML PAYMENTS LIMITED","EML","Diversified Financials","2.0050","2.0050","2.0000","-0.0050","89643"
"EMMERSON RESOURCES LIMITED","ERM","Materials","0.0900","0.0900","0.0900","0.0010","4496"
"EMPEROR RANGE GROUP LIMITED","ERX","Materials","0.0600","0.0600","0.0600","-0.0028","8400"
"EMPIRE ENERGY GROUP LIMITED","EEG","Energy","0.0090","0.0090","0.0090","0.0000","38334"
"EMPIRE OIL & GAS NL","EGO","Energy",,"0.1200","0.1150","0.0000","119724"
"EMPIRE RESOURCES LIMITED","ERL","Materials","0.0240","0.0240","0.0240","0.0010","57050"
"EMPIRED LTD","EPD","Software & Services","0.6450","0.6500","0.6450","0.0000","2553"
"EMU NL","EMU","Materials","0.0850","0.0850","0.0850","-0.0038","22000"
"ENCOUNTER RESOURCES LIMITED","ENR","Materials","0.0900","0.0900","0.0900","0.0020","44450"
"ENEABBA GAS LIMITED","ENB","Utilities","0.0080","0.0080","0.0080","0.0000","1381503"
"ENEGEX LIMITED","ENX","Energy","0.0200","0.0200","0.0200","0.0000","166667"
"ENERGIA MINERALS LIMITED","EMX","Energy","0.0150","0.0150","0.0150","0.0000","520064"
"ENERGY ACTION LIMITED","EAX","Commercial & Professional Services","0.7750","0.7750","0.7750","0.0050","25000"
"ENERGY METALS LTD","EME","Energy","0.0880","0.0880","0.0880","-0.0029","5409"
"ENERGY ONE LIMITED","EOL","Software & Services","0.6000","0.6000","0.6000","0.0050","3923"
"ENERGY RESOURCES OF AUSTRALIA LIMITED","ERA","Energy","0.5550","0.5550","0.5550","-0.0098","5"
"ENERGY TECHNOLOGIES LIMITED","EGY","Capital Goods",,"0.0040","0.0040","-0.0008","300000"
"ENERGY WORLD CORPORATION LTD","EWC","Utilities","0.3850","0.3850","0.3850","0.0000","6850"
"ENERO GROUP LIMITED","EGG","Media","1.0750","1.0750","1.0750","-0.0049","285"
"ENGENCO LIMITED","EGN","Capital Goods","0.3250","0.3250","0.3250","0.0157","11000"
"ENHANCED OIL & GAS RECOVERY LIMITED","EOR","Energy","0.0080","0.0080","0.0080","0.0027","250000"
"ENICE HOLDING COMPANY LIMITED","ENC","Telecommunication Services","0.2200","0.2200","0.2200","0.0000","5000"
"ENNOX GROUP LTD","EXO","Diversified Financials","0.0030","0.0030","0.0030","0.0000","166550"
"ENSOGO LIMITED","E88","Retailing",,"","","",""
"ENSURANCE LTD","ENA","Insurance","0.1000","0.1000","0.1000","0.0000","10000"
"ENTEK ENERGY LTD","ETE","Energy","0.0210","0.0210","0.0210","0.0000","50000"
"ENTERPRISE METALS LIMITED","ENT","Materials","0.0180","0.0180","0.0180","0.0011","50000"
"ENVIROMISSION LIMITED","EVM","Utilities",,"","","",""
"ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED","ESI","Commercial & Professional Services","0.0110","0.0110","0.0110","0.0000","45340"
"ENVIRONMENTAL GROUP LIMITED (THE)","EGL","Capital Goods","0.0600","0.0600","0.0600","0.0000","10000"
"ENVIROSUITE LIMITED","EVS","Commercial & Professional Services","0.0840","0.0840","0.0840","-0.0010","937"
"ENZUMO LIMITED","ENZ","Software & Services","0.0420","0.0420","0.0420","-0.0037","15000"
"EPAT TECHNOLOGIES LTD","EPT","Health Care Equipment & Services","0.0470","0.0470","0.0460","0.0000","798480"
"EPHRAIM RESOURCES LIMITED","EPA","Not Applic",,"","","",""
"EQT HOLDINGS LIMITED","EQT","Diversified Financials","17.7600","18.1000","17.7100","-0.1492","1131"
"EQUATORIAL RESOURCES LIMITED","EQX","Materials","0.3700","0.3700","0.3700","0.0000","2500"
"EQUUS MINING LIMITED","EQE","Materials","0.0390","0.0390","0.0390","0.0000","27703"
"ERM POWER LIMITED","EPW","Utilities","1.3450","1.3500","1.3350","0.0000","400119"
"ESENSE-LAB LTD","ESE","Pharmaceuticals, Biotechnology & Life Sciences","0.2650","0.2700","0.2600","0.0051","97109"
"ESERVGLOBAL LIMITED","ESV","Software & Services","0.1300","0.1300","0.1300","0.0000","30000"
"ESPERANCE MINERALS LIMITED","ESM","Materials",,"","","",""
"ESPORTS MOGUL ASIA PACIFIC LIMITED","ESH","Software & Services","0.0160","0.0160","0.0160","0.0011","550000"
"ESTIA HEALTH LIMITED","EHE","Health Care Equipment & Services","3.1500","3.1800","3.1500","-0.0101","165704"
"ESTRELLA RESOURCES LIMITED","ESR","Materials","0.0350","0.0350","0.0340","0.0010","270000"
"ETFS METAL SECURITIES AUSTRALIA LIMITED.","GOL","Diversified Financials",,"","","",""
"ETHERSTACK PLC","ESK","Software & Services","0.2000","0.2000","0.2000","-0.0049","80500"
"EUMUNDI GROUP LIMITED","EBG","Consumer Services","0.9000","0.9200","0.9000","0.0529","1269"
"EUREKA GROUP HOLDINGS LIMITED","EGH","Real Estate","0.3300","0.3300","0.3300","0.0000","6199"
"EUROPEAN COBALT LTD","EUC","Materials","0.1600","0.1620","0.1550","0.0000","385215"
"EUROPEAN LITHIUM LIMITED","EUR","Materials","0.0530","0.0530","0.0520","0.0010","54111"
"EUROPEAN METALS HOLDINGS LIMITED","EMH","Materials","0.7850","0.7850","0.7850","-0.0099","20000"
"EUROZ LIMITED","EZL","Diversified Financials","1.0900","1.0900","1.0900","-0.0050","1"
"EVANS & PARTNERS GLOBAL DISRUPTION FUND","EGD","Not Applic","1.6900","1.6900","1.6900","-0.0485","6000"
"EVE INVESTMENTS LIMITED","EVE","Diversified Financials","0.0040","0.0040","0.0040","0.0000","300000"
"EVENT HOSPITALITY AND ENTERTAINMENT LTD","EVT","Media","12.4700","12.5100","12.4700","-0.0698","7936"
"EVOLUTION MINING LIMITED","EVN","Materials","2.2150","2.2200","2.2100","-0.0100","784938"
"EVOLVE EDUCATION GROUP LIMITED","EVO","Consumer Services",,"","","",""
"EVZ LIMITED","EVZ","Capital Goods","0.0150","0.0150","0.0150","0.0000","219929"
"EXCELSIOR GOLD LIMITED","EXG","Materials","0.0560","0.0560","0.0560","-0.0010","258142"
"EXPLAURUM LIMITED","EXU","Materials","0.1050","0.1050","0.1050","0.0000","200000"
"EXTERRA RESOURCES LIMITED","EXC","Materials","0.0430","0.0430","0.0410","0.0021","37592"
"EZA CORPORATION LTD","EZA","Commercial & Professional Services",,"","","",""
"FACTOR THERAPEUTICS LIMITED","FTT","Pharmaceuticals, Biotechnology & Life Sciences","0.0560","0.0560","0.0560","0.0000","6941"
"FAIRFAX MEDIA LIMITED","FXJ","Media","0.9420","0.9470","0.9400","0.0000","1037041"
"FAMILY ZONE CYBER SAFETY LIMITED","FZO","Software & Services","0.8000","0.8000","0.7850","0.0000","114021"
"FAR LIMITED","FAR","Energy","0.0690","0.0690","0.0690","0.0000","170683"
"FARM PRIDE FOODS LIMITED","FRM","Food, Beverage & Tobacco","1.0470","1.0470","1.0470","0.0070","4359"
"FARMAFORCE LIMITED","FFC","Health Care Equipment & Services","0.0820","0.0820","0.0820","-0.0029","7000"
"FASTBRICK ROBOTICS LTD","FBR","Capital Goods","0.2250","0.2250","0.2200","0.0000","310619"
"FASTER ENTERPRISES LTD","FE8","Real Estate",,"0.0780","0.0780","-0.0056","4000"
"FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","FPC","Not Applic","1.0150","1.0150","1.0150","-0.0050","4060"
"FAT PROPHETS GLOBAL PROPERTY FUND","FPP","Class Pend",,"","","",""
"FATFISH INTERNET GROUP LTD","FFG","Diversified Financials","0.0310","0.0320","0.0310","0.0010","475665"
"FE LIMITED","FEL","Materials","0.0250","0.0250","0.0250","0.0000","20855"
"FERRUM CRESCENT LIMITED","FCR","Materials","0.0010","0.0010","0.0010","0.0000","3692003"
"FERTOZ LIMITED","FTZ","Materials","0.0600","0.0600","0.0600","0.0000","34000"
"FFI HOLDINGS LIMITED","FFI","Food, Beverage & Tobacco","3.8500","3.8500","3.8500","-0.1444","6500"
"FIDUCIAN GROUP LIMITED","FID","Diversified Financials","4.7200","4.7950","4.7200","0.0713","9926"
"FIELD SOLUTIONS HOLDINGS LIMITED","FSG","Telecommunication Services","0.0300","0.0300","0.0300","0.0010","76657"
"FINBAR GROUP LIMITED","FRI","Real Estate","0.8200","0.8200","0.8200","-0.0050","13147"
"FINDERS RESOURCES LIMITED","FND","Materials",,"","","",""
"FIRST GRAPHITE LIMITED","FGR","Materials","0.0870","0.0900","0.0870","0.0000","604667"
"FIRST GROWTH FUNDS LIMITED","FGF","Not Applic","0.0070","0.0070","0.0070","0.0000","1050000"
"FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007","FMA","Not Applic",,"","","",""
"FIRSTWAVE CLOUD TECHNOLOGY LIMITED","FCT","Software & Services","0.2600","0.2700","0.2600","0.0000","3000"
"FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","FPH","Health Care Equipment & Services","11.7400","11.7700","11.7200","0.0000","81573"
"FITZROY RIVER CORPORATION LTD","FZR","Energy","0.1850","0.1850","0.1850","0.0051","1000"
"FLAGSHIP INVESTMENTS LIMITED","FSI","Diversified Financials","1.6350","1.6350","1.6350","0.0000","6994"
"FLEETWOOD CORPORATION LIMITED","FWD","Consumer Durables & Apparel","2.7000","2.7300","2.6700","-0.0100","3606"
"FLETCHER BUILDING LIMITED","FBU","Materials","7.3500","7.3700","7.3400","0.0198","102140"
"FLEXIGROUP LIMITED","FXL","Diversified Financials","1.5600","1.5620","1.5500","0.0000","131144"
"FLEXIROAM LIMITED","FRX","Telecommunication Services","0.0950","0.0950","0.0950","0.0076","13500"
"FLIGHT CENTRE TRAVEL GROUP LIMITED","FLT","Consumer Services","45.0400","45.0600","44.6300","-0.0045","160798"
"FLINDERS MINES LIMITED","FMS","Materials","0.0630","0.0630","0.0600","0.0000","117651"
"FLUENCE CORPORATION LIMITED","FLC","Commercial & Professional Services","0.6750","0.6750","0.6700","0.0000","19027"
"FOCUS MINERALS LTD","FML","Materials","0.4000","0.4000","0.4000","0.0000","1043"
"FOLKESTONE EDUCATION TRUST","FET","Real Estate","2.7100","2.7400","2.7000","0.0201","83718"
"FOLKESTONE LIMITED","FLK","Real Estate","1.1700","1.1750","1.1700","0.0000","15000"
"FONTERRA SHAREHOLDERS' FUND","FSF","Food, Beverage & Tobacco",,"","","",""
"FORAGER AUSTRALIAN SHARES FUND","FOR","Not Applic",,"","","",""
"FORCE COMMODITIES LIMITED","4CE","Materials","0.0510","0.0510","0.0500","0.0000","220437"
"FORTE CONSOLIDATED LIMITED","FRC","Materials","0.0200","0.0200","0.0200","0.0000","30000"
"FORTESCUE METALS GROUP LTD","FMG","Materials","5.1800","5.1800","5.1400","0.0098","2091116"
"FOY GROUP LIMITED","FOY","Materials",,"","","",""
"FRASER RANGE METALS GROUP LTD","FRN","Materials","0.0220","0.0220","0.0220","0.0010","13574"
"FREEDOM FOODS GROUP LIMITED","FNP","Food, Beverage & Tobacco","4.0550","4.0700","4.0500","0.0049","17434"
"FREEDOM INSURANCE GROUP LTD","FIG","Insurance","0.6950","0.7000","0.6950","0.0000","30045"
"FREEDOM OIL AND GAS LTD","FDM","Energy","0.1020","0.1100","0.1000","0.0020","535963"
"FREEHILL MINING LIMITED.","FHS","Materials",,"","","",""
"FREELANCER LIMITED","FLN","Software & Services","0.4600","0.4600","0.4600","0.0000","6250"
"FREMONT PETROLEUM CORPORATION LIMITED","FPL","Energy","0.0180","0.0180","0.0180","0.0000","200000"
"FRONTIER CAPITAL GROUP LIMITED","FCG","Commercial & Professional Services",,"","","",""
"FRONTIER DIGITAL VENTURES LIMITED","FDV","Software & Services","0.7500","0.7550","0.7420","0.0000","2013"
"FRONTIER RESOURCES LIMITED","FNT","Materials","0.0150","0.0150","0.0150","0.0000","399653"
"FSA GROUP LIMITED","FSA","Diversified Financials","1.4650","1.4700","1.4600","0.0000","283"
"FUNTASTIC LIMITED","FUN","Retailing","0.0060","0.0060","0.0060","0.0012","703073"
"FUTURE FIBRE TECHNOLOGIES LIMITED","FFT","Technology Hardware & Equipment","0.1250","0.1250","0.1250","0.0000","637"
"FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","FGG","Not Applic","1.1000","1.1000","1.1000","0.0000","150800"
"FUTURE GENERATION INVESTMENT COMPANY LIMITED","FGX","Not Applic","1.1200","1.1200","1.1200","-0.0049","31974"
"FYI RESOURCES LIMITED","FYI","Materials","0.0400","0.0400","0.0400","-0.0019","101279"
"G MEDICAL INNOVATIONS HOLDINGS LIMITED","GMV","Health Care Equipment & Services","0.4100","0.4300","0.4100","-0.0098","124356"
"G.U.D. HOLDINGS LIMITED","GUD","Consumer Durables & Apparel","10.9300","10.9450","10.8900","-0.0098","28341"
"G8 EDUCATION LIMITED","GEM","Consumer Services","4.0850","4.0900","4.0700","0.0351","248176"
"GAGE ROADS BREWING CO LIMITED","GRB","Food, Beverage & Tobacco","0.0680","0.0700","0.0680","0.0000","160742"
"GALAXY RESOURCES LIMITED","GXY","Materials","2.5800","2.5900","2.5700","-0.0049","609662"
"GALE PACIFIC LIMITED","GAP","Consumer Durables & Apparel","0.3850","0.3850","0.3850","0.0000","12694"
"GALENA MINING LIMITED","G1A","Class Pend",,"","","",""
"GALILEE ENERGY LIMITED","GLL","Energy","0.1200","0.1200","0.1200","-0.0048","203826"
"GARDA CAPITAL GROUP","GCM","Not Applic",,"","","",""
"GARDA DIVERSIFIED PROPERTY FUND","GDF","Real Estate","1.1850","1.1850","1.1800","0.0000","7947"
"GAS2GRID LIMITED","GGX","Energy","0.0030","0.0030","0.0030","0.0000","862691"
"GASCOYNE RESOURCES LIMITED","GCY","Materials","0.4750","0.4900","0.4750","-0.0098","35362"
"GATEWAY LIFESTYLE GROUP","GTY","Real Estate","1.9520","1.9550","1.9470","-0.0029","692270"
"GATEWAY MINING LIMITED","GML","Materials",,"","","",""
