"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"ISHARES S&P MID-CAP ETF","IJH","Not Applic",,"","","",""
"MOQ LIMITED","MOQ","Software & Services","0.2500","0.2500","0.2500","0.0625","6000"
"1-PAGE LIMITED","1PG","Software & Services",,"","","",""
"1300 SMILES LIMITED","ONT","Health Care Equipment & Services","6.6700","6.7000","6.6700","0.0300","750"
"1ST GROUP LIMITED","1ST","Health Care Equipment & Services","0.0570","0.0570","0.0570","0.0021","15762"
"333D LIMITED","T3D","Technology Hardware & Equipment","0.0060","0.0060","0.0060","0.0000","83391"
"360 CAPITAL GROUP","TGP","Real Estate","0.9850","0.9900","0.9650","0.0050","85966"
"360 CAPITAL TOTAL RETURN FUND","TOT","Not Applic","1.1850","1.1850","1.1800","-0.0148","32000"
"3D OIL LIMITED","TDO","Energy","0.0700","0.0700","0.0700","0.0000","125000"
"3D RESOURCES LIMITED","DDD","Materials","0.0120","0.0120","0.0120","0.0000","1000000"
"3P LEARNING LIMITED..","3PL","Consumer Services","1.3300","1.3350","1.3300","0.0000","65311"
"4DS MEMORY LIMITED","4DS","Semiconductors & Semiconductor Equipment","0.0290","0.0290","0.0290","0.0000","15000"
"88 ENERGY LIMITED","88E","Energy","0.0170","0.0180","0.0170","0.0000","30303"
"8COMMON LIMITED","8CO","Software & Services","0.0550","0.0550","0.0550","0.0000","20000"
"8I HOLDINGS LTD","8IH","Diversified Financials","0.3750","0.3750","0.3750","0.0000","1000"
"8IP EMERGING COMPANIES LIMITED","8EC","Not Applic","1.0000","1.0000","0.9800","0.0256","431342"
"9 SPOKES INTERNATIONAL LIMITED","9SP","Software & Services","0.1100","0.1100","0.1100","-0.0048","5000"
"99 WUXIAN LIMITED","NNW","Retailing","0.0560","0.0560","0.0560","0.0010","29735"
"A-CAP RESOURCES LIMITED","ACB","Energy","0.0480","0.0500","0.0480","-0.0019","324866"
"A.C.N. 004 410 833 LIMITED","ARI","Materials",,"","","",""
"A1 INVESTMENTS & RESOURCES LTD","AYI","Diversified Financials",,"","","",""
"ABACUS PROPERTY GROUP","ABP","Real Estate","3.8000","3.8100","3.8000","-0.0198","82529"
"ABERDEEN LEADERS LIMITED","ALR","Diversified Financials","1.1700","1.1700","1.1700","0.0204","870"
"ABILENE OIL AND GAS LIMITED","ABL","Energy","0.0070","0.0070","0.0070","0.0000","1143"
"ABM RESOURCES NL","ABU","Materials","0.1200","0.1200","0.1200","0.0000","4831"
"ABSOLUTE EQUITY PERFORMANCE FUND LIMITED","AEG","Not Applic","1.0600","1.0600","1.0550","0.0000","53774"
"ABUNDANT PRODUCE LIMITED","ABT","Food, Beverage & Tobacco","0.4700","0.4700","0.4700","-0.0049","2706"
"ACACIA COAL LIMITED","AJC","Energy",,"","","",""
"ACADEMIES AUSTRALASIA GROUP LIMITED","AKG","Consumer Services","0.3300","0.3300","0.3300","0.0000","165463"
"ACCENT RESOURCES NL","ACS","Materials",,"0.0220","0.0220","0.0000","2500"
"ACONEX LIMITED","ACX","Software & Services","4.2300","4.2300","4.0950","-0.0296","197138"
"ACORN CAPITAL INVESTMENT FUND LIMITED","ACQ","Not Applic","0.9850","0.9850","0.9850","0.0000","12546"
"ACRUX LIMITED","ACR","Pharmaceuticals, Biotechnology & Life Sciences","0.1800","0.1850","0.1800","-0.0049","8168"
"ACTINOGEN MEDICAL LIMITED","ACW","Pharmaceuticals, Biotechnology & Life Sciences","0.0520","0.0520","0.0520","0.0000","35000"
"ACTIVEX LIMITED","AIV","Materials","0.1700","0.1700","0.1700","0.0000","1300"
"ACTIVISTIC LIMITED","ACU","Software & Services",,"","","",""
"ADACEL TECHNOLOGIES LIMITED","ADA","Software & Services","3.0500","3.0600","3.0200","0.0201","13078"
"ADAIRS LIMITED","ADH","Retailing","1.6200","1.6200","1.6100","0.0100","3028"
"ADALTA LIMITED","1AD","Pharmaceuticals, Biotechnology & Life Sciences","0.2250","0.2250","0.2200","0.0000","40000"
"ADAVALE RESOURCES LIMITED","ADD","Energy",,"0.0150","0.0150","0.0000","27409"
"ADCORP AUSTRALIA LIMITED","AAU","Media","0.0090","0.0090","0.0090","0.0000","135000"
"ADELAIDE BRIGHTON LIMITED","ABC","Materials","5.8500","5.8600","5.8400","0.0053","263947"
"ADG GLOBAL SUPPLY LIMITED.","ADQ","Capital Goods",,"","","",""
"ADHERIUM LIMITED","ADR","Health Care Equipment & Services","0.0990","0.1000","0.0990","0.0000","100000"
"ADMEDUS LTD","AHZ","Health Care Equipment & Services","0.2550","0.2600","0.2550","-0.0049","41390"
"ADMIRALTY RESOURCES NL.","ADY","Materials","0.0070","0.0070","0.0070","0.0000","204247"
"ADSLOT LTD","ADJ","Software & Services","0.0490","0.0490","0.0490","0.0000","45641"
"ADVANCED BRAKING TECHNOLOGY LTD","ABV","Automobiles & Components","0.0050","0.0050","0.0050","0.0000","253000"
"ADVANCED NANO TECHNOLOGIES LIMITED","ANO","Materials","0.5000","0.5000","0.5000","-0.0098","1200"
"ADVANCED SHARE REGISTRY LIMITED","ASW","Diversified Financials","0.7600","0.7600","0.7600","0.0050","30150"
"ADX ENERGY LTD","ADX","Energy","0.0130","0.0130","0.0130","0.0000","275080"
"AEERIS LTD","AER","Software & Services",,"","","",""
"AEON METALS LIMITED.","AML","Materials","0.1600","0.1600","0.1550","-0.0048","93333"
"AERIS ENVIRONMENTAL LTD","AEI","Commercial & Professional Services","0.2600","0.2600","0.2600","0.0104","4000"
"AERIS RESOURCES LIMITED","AIS","Materials","0.0650","0.0650","0.0650","-0.0046","67419"
"AFRICAN ENERGY RESOURCES LIMITED","AFR","Energy","0.0450","0.0450","0.0450","-0.0019","36759"
"AFT CORPORATION LIMITED","AFT","Capital Goods","0.0010","0.0010","0.0010","0.0000","500000"
"AFT PHARMACEUTICALS LIMITED","AFP","Pharmaceuticals, Biotechnology & Life Sciences",,"2.2500","2.2500","0.0407","1500"
"AFTERPAY TOUCH GROUP LIMITED","APT","Software & Services","4.3050","4.3100","4.2300","-0.0443","93003"
"AGL ENERGY LIMITED.","AGL","Utilities","22.8000","22.8200","22.7400","-0.0296","247840"
"AGRICULTURAL LAND TRUST","AGJ","Real Estate",,"0.0500","0.0500","0.0010","4000"
"AGRIMIN LIMITED","AMN","Materials","0.5050","0.5050","0.5050","0.0051","1502"
"AGUIA RESOURCES LIMITED","AGR","Materials","0.4100","0.4100","0.4100","0.0103","631"
"AHALIFE HOLDINGS LIMITED","AHL","Software & Services","0.0220","0.0220","0.0220","0.0000","5298848"
"AIMS PROPERTY SECURITIES FUND","APW","Real Estate","1.6100","1.6200","1.6100","-0.0100","25000"
"AINSWORTH GAME TECHNOLOGY LIMITED","AGI","Consumer Services","2.4500","2.4700","2.4400","-0.0100","93027"
"AIR NEW ZEALAND LIMITED","AIZ","Transportation",,"","","",""
"AIRXPANDERS, INC.","AXP","Health Care Equipment & Services","0.7500","0.7500","0.7450","0.0000","1524"
"AJ LUCAS GROUP LIMITED","AJL","Capital Goods","0.1950","0.1950","0.1950","0.0000","74155"
"ALACER GOLD CORP.","AQG","Materials","2.3050","2.3200","2.3000","-0.0150","15945"
"ALARA RESOURCES LIMITED","AUQ","Materials","0.0150","0.0150","0.0150","0.0000","65000"
"ALCHEMIA LIMITED","ACL","Pharmaceuticals, Biotechnology & Life Sciences","0.0070","0.0070","0.0070","0.0000","921"
"ALCHEMY RESOURCES LIMITED","ALY","Materials","0.0230","0.0230","0.0230","0.0000","10321"
"ALCIDION GROUP LIMITED","ALC","Health Care Equipment & Services","0.0510","0.0510","0.0510","-0.0010","100090"
"ALDERAN RESOURCES LIMITED","AL8","Materials","1.8200","1.9500","1.8200","0.0151","37166"
"ALE PROPERTY GROUP","LEP","Real Estate","4.7600","4.7700","4.7200","-0.0100","12890"
"ALEXIUM INTERNATIONAL GROUP LIMITED","AJX","Materials","0.3970","0.4000","0.3970","-0.0030","11217"
"ALGAE.TEC LIMITED","AEB","Energy","0.0240","0.0240","0.0240","0.0000","222190"
"ALICANTO MINERALS LIMITED","AQI","Materials","0.1400","0.1400","0.1400","0.0000","43098"
"ALICE QUEEN LIMITED","AQX","Energy","0.0470","0.0470","0.0470","0.0000","26832"
"ALKANE RESOURCES LIMITED","ALK","Materials","0.3500","0.3500","0.3450","0.0051","115908"
"ALLEGIANCE COAL LIMITED","AHQ","Energy","0.0340","0.0340","0.0340","0.0000","300000"
"ALLEGRA ORTHOPAEDICS LIMITED","AMT","Health Care Equipment & Services","0.1500","0.1500","0.1500","0.0000","1279"
"ALLIANCE AVIATION SERVICES LIMITED","AQZ","Transportation","1.3700","1.3700","1.3700","0.0152","11174"
"ALLIANCE RESOURCES LIMITED","AGS","Materials","0.0900","0.0900","0.0900","0.0010","21244"
"ALLIGATOR ENERGY LIMITED","AGE","Energy","0.0100","0.0100","0.0100","0.0000","36000"
"ALLOY RESOURCES LIMITED","AYR","Materials","0.0050","0.0050","0.0050","0.0000","327592"
"ALS LIMITED","ALQ","Commercial & Professional Services","8.1800","8.2200","8.1700","0.0254","368889"
"ALT RESOURCES LIMITED","ARS","Materials","0.0620","0.0620","0.0620","0.0000","15000"
"ALTECH CHEMICALS LTD","ATC","Materials","0.1770","0.1800","0.1770","0.0073","700176"
"ALTERNATIVE INVESTMENT TRUST","AIQ","Not Applic","0.0800","0.0900","0.0800","0.0000","127184"
"ALTERRA LIMITED","1AG","Commercial & Professional Services","0.0380","0.0420","0.0380","0.0033","178100"
"ALTIUM LIMITED","ALU","Software & Services","11.1950","11.2100","11.1800","0.0045","35675"
"ALTO METALS LIMITED","AME","Energy","0.0910","0.0910","0.0910","0.0000","97617"
"ALTONA MINING LIMITED","AOH","Materials","0.1300","0.1350","0.1300","-0.0048","18156"
"ALTURA MINING LIMITED","AJM","Materials","0.2750","0.2770","0.2700","-0.0020","2142554"
"ALUMINA LIMITED","AWC","Materials","2.2200","2.2200","2.2100","0.0000","1270287"
"AMA GROUP LIMITED","AMA","Retailing","0.9700","0.9700","0.9650","0.0000","25380"
"AMANI GOLD LIMITED","ANL","Materials","0.0280","0.0290","0.0280","0.0000","205000"
"AMAYSIM AUSTRALIA LIMITED","AYS","Telecommunication Services","2.0050","2.0100","2.0000","0.0000","204432"
"AMBERTECH LIMITED","AMO","Technology Hardware & Equipment",,"0.1400","0.1400","0.0108","3000"
"AMBITION GROUP LIMITED","AMB","Commercial & Professional Services",,"0.1800","0.1800","0.0106","7799"
"AMCIL LIMITED","AMH","Diversified Financials","0.8750","0.8750","0.8650","0.0000","204927"
"AMCOR LIMITED","AMC","Materials","15.3300","15.3700","15.3200","-0.0307","292740"
"AMERICAN PACIFIC BORATE & LITHIUM LIMITED","ABR","Materials","0.3400","0.3450","0.3400","-0.0189","109296"
"AMERICAN PATRIOT OIL & GAS LIMITED","AOW","Energy","0.0290","0.0300","0.0280","0.0000","469532"
"AMP LIMITED","AMP","Insurance","4.9350","4.9600","4.9350","0.0049","2093451"
"ANAECO LIMITED","ANQ","Commercial & Professional Services",,"0.0030","0.0030","0.0000","600000"
"ANALYTICA LIMITED","ALT","Health Care Equipment & Services","0.0040","0.0040","0.0040","0.0000","185810"
"ANATARA LIFESCIENCES LTD","ANR","Pharmaceuticals, Biotechnology & Life Sciences","1.3100","1.3100","1.3100","0.0000","10000"
"ANCHOR RESOURCES LIMITED","AHR","Materials",,"0.0200","0.0200","","24000"
"ANDROMEDA METALS LIMITED","ADN","Materials","0.0060","0.0060","0.0060","0.0000","16278"
"ANEKA TAMBANG (PERSERO) TBK (PT)","ATM","Materials",,"","","",""
"ANGLO AMERICAN CAPITAL PLC","AQM","Not Applic",,"","","",""
"ANGLO AUSTRALIAN RESOURCES NL","AAR","Materials","0.0720","0.0720","0.0720","0.0010","45125"
"ANGLOGOLD ASHANTI LIMITED","AGG","Materials","2.5000","2.5000","2.5000","0.0408","149"
"ANIMOCA BRANDS CORPORATION LIMITED","AB1","Software & Services","0.0140","0.0140","0.0140","-0.0009","449446"
"ANOVA METALS LIMITED","AWV","Materials","0.0860","0.0930","0.0860","0.0010","321199"
"ANSELL LIMITED","ANN","Health Care Equipment & Services","22.9600","23.0000","22.9200","-0.0253","143578"
"ANSON RESOURCES LIMITED","ASN","Materials","0.0350","0.0350","0.0340","0.0000","1688238"
"ANTARES ENERGY LIMITED","AZZ","Energy",,"","","",""
"ANTE REAL ESTATE TRUST","ATT","Real Estate",,"0.0060","0.0060","-0.0027","43729"
"ANTEO DIAGNOSTICS LIMITED","ADO","Pharmaceuticals, Biotechnology & Life Sciences","0.0090","0.0090","0.0090","-0.0009","2632866"
"ANTILLES OIL AND GAS NL","AVD","Energy","0.0150","0.0150","0.0150","0.0000","55118"
"ANTIPA MINERALS LIMITED","AZY","Materials","0.0220","0.0220","0.0220","0.0000","209818"
"ANTIPODES GLOBAL INVESTMENT COMPANY LTD","APL","Not Applic","1.2150","1.2200","1.2100","0.0000","39456"
"ANTISENSE THERAPEUTICS LIMITED","ANP","Pharmaceuticals, Biotechnology & Life Sciences","0.0360","0.0360","0.0360","0.0021","4400"
"AP EAGERS LIMITED","APE","Retailing","7.6100","7.6400","7.5500","-0.0198","2681"
"APA GROUP","APA","Utilities","8.1300","8.1600","8.1200","-0.0350","176607"
"APAC COAL LIMITED","AAL","Energy",,"","","",""
"APHRODITE GOLD LIMITED","AQQ","Materials","0.0350","0.0350","0.0350","0.0000","564101"
"APIAM ANIMAL HEALTH LIMITED","AHX","Health Care Equipment & Services","0.8000","0.8000","0.8000","-0.0242","30000"
"APN OUTDOOR GROUP LIMITED","APO","Media","4.4050","4.4300","4.4000","0.0048","72998"
"APN PROPERTY GROUP LIMITED","APD","Diversified Financials","0.4100","0.4100","0.4100","0.0050","4488"
"APOLLO CONSOLIDATED LIMITED","AOP","Materials","0.1450","0.1450","0.1450","-0.0048","99999"
"APOLLO MINERALS LIMITED","AON","Materials","0.2650","0.2650","0.2650","0.0000","3843"
"APOLLO SERIES 2010-1 TRUST","AOJ","Not Applic",,"","","",""
"APOLLO SERIES 2013-1 TRUST","AOR","Not Applic",,"","","",""
"APOLLO SERIES 2015-1 TRUST","AOL","Not Applic",,"","","",""
"APOLLO TOURISM & LEISURE LTD","ATL","Automobiles & Components","1.3820","1.3900","1.3800","0.0019","12327"
"APPEN LIMITED","APX","Software & Services","5.5900","5.6000","5.5300","0.0101","100480"
"APPLYDIRECT LIMITED","AD1","Software & Services",,"","","",""
"APT PIPELINES LIMITED.","AQH","Not Applic",,"","","",""
"AQUAINT CAPITAL HOLDINGS LIMITED","AQU","Consumer Services",,"","","",""
"AQUIS ENTERTAINMENT LIMITED","AQS","Consumer Services",,"0.0600","0.0600","-0.0046","5000"
"ARAFURA RESOURCES LIMITED","ARU","Materials","0.1450","0.1450","0.1450","0.0000","2373"
"ARB CORPORATION LIMITED.","ARB","Automobiles & Components","17.1800","17.2200","17.1600","-0.0206","10061"
"ARC EXPLORATION LIMITED","ARX","Materials","0.5200","0.5200","0.5200","0.0000","7"
"ARCHER EXPLORATION LIMITED","AXE","Materials","0.0640","0.0640","0.0640","-0.0010","8000"
"ARDEA RESOURCES LIMITED","ARL","Materials","0.8800","0.8950","0.8750","0.0000","77479"
"ARDENT LEISURE GROUP","AAD","Consumer Services","1.8720","1.8850","1.8700","-0.0247","118461"
"ARDIDEN LTD","ADV","Materials","0.0180","0.0180","0.0180","0.0011","1036843"
"ARENA REIT.","ARF","Real Estate","2.1950","2.2000","2.1800","0.0050","124283"
"ARGENT MINERALS LIMITED","ARD","Materials","0.0320","0.0320","0.0320","0.0000","150000"
"ARGO EXPLORATION LIMITED","AXT","Materials","0.0270","0.0270","0.0270","-0.0010","700000"
"ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED","ALI","Diversified Financials",,"","","",""
"ARGO INVESTMENTS LIMITED","ARG","Not Applic","7.8900","7.9400","7.8900","-0.0197","13152"
"ARGONAUT RESOURCES NL","ARE","Materials","0.0140","0.0140","0.0140","0.0000","1209561"
"ARGOSY MINERALS LIMITED","AGY","Materials","0.2450","0.2550","0.2450","-0.0049","1531196"
"ARIADNE AUSTRALIA LIMITED","ARA","Commercial & Professional Services","0.7500","0.7500","0.7500","-0.0050","7047"
"ARISTOCRAT LEISURE LIMITED","ALL","Consumer Services","21.8300","22.0600","21.7900","-0.0306","547310"
"ARK MINES LIMITED","AHK","Materials","0.0800","0.0800","0.0800","0.0000","5700"
"ARMOUR ENERGY LIMITED","AJQ","Energy","0.0810","0.0810","0.0810","0.0000","20000"
"AROWANA AUSTRALASIAN VALUE OPPORTUNITIES FUND LIMITED","AWQ","Not Applic","0.9900","0.9900","0.9900","-0.0148","785"
"AROWANA INTERNATIONAL LIMITED","AWN","Capital Goods","0.4000","0.4000","0.4000","-0.0364","6000"
"ARROWHEAD RESOURCES LIMITED","AR1","Materials","0.0120","0.0120","0.0120","0.0000","78116"
"ARTEMIS RESOURCES LIMITED","ARV","Materials","0.3050","0.3100","0.3020","0.0000","633595"
"ARUMA RESOURCES LIMITED","AAJ","Materials","0.0110","0.0110","0.0110","0.0000","286990"
"ASALEO CARE LIMITED","AHY","Household & Personal Products","1.5670","1.5720","1.5650","-0.0080","74639"
"ASAPLUS RESOURCES LIMITED","AJY","Materials",,"0.1200","0.1200","0.0000","40000"
"ASF GROUP LIMITED","AFA","Diversified Financials","0.1700","0.1700","0.1700","0.0000","8665"
"ASHLEY SERVICES GROUP LIMITED","ASH","Commercial & Professional Services","0.1200","0.1200","0.1200","-0.0092","32500"
"ASIA PACIFIC DATA CENTRE GROUP","AJD","Real Estate","1.9600","1.9600","1.9600","0.0000","328621"
"ASIA PACIFIC DIGITAL LIMITED","DIG","Media",,"0.1600","0.1600","0.0000","528"
"ASIAN AMERICAN MEDICAL GROUP LIMITED","AJJ","Health Care Equipment & Services","0.1050","0.1050","0.1050","0.0000","322000"
"ASIAN DEVELOPMENT BANK","ATB","Not Applic",,"","","",""
"ASIAN MASTERS FUND LIMITED","AUF","Diversified Financials","1.3400","1.3400","1.3400","0.0000","35969"
"ASIAN MINERAL RESOURCES LIMITED","AM3","Class Pend",,"","","",""
"ASK FUNDING LIMITED","AKF","Diversified Financials",,"0.0560","0.0550","","1198"
"ASPEN GROUP","APZ","Real Estate","1.0700","1.0750","1.0700","0.0000","10000"
"ASPERMONT LIMITED.","ASP","Media","0.0090","0.0090","0.0090","-0.0009","500000"
"ASPIRE MINING LIMITED","AKM","Materials","0.0200","0.0200","0.0190","-0.0010","812000"
"ASSEMBLEBAY LIMITED","ASY","Software & Services",,"","","",""
"ASSETOWL LIMITED","AO1","Software & Services","0.1750","0.1750","0.1750","0.0000","18000"
"ASTIVITA LIMITED","AIR","Capital Goods",,"0.0250","0.0240","-0.0034","60000"
"ASTRO JAPAN PROPERTY GROUP","AJA","Real Estate",,"7.2600","7.2400","0.0000","15469"
"ASTRO RESOURCES NL","ARO","Materials","0.0030","0.0030","0.0030","0.0015","1638391"
"ASTRON CORPORATION LIMITED","ATR","Materials","0.2000","0.2000","0.2000","0.0000","13000"
"ASX LIMITED","ASX","Diversified Financials","53.3600","53.5000","53.3300","-0.1494","28958"
"ATC ALLOYS LTD","ATA","Materials",,"","","",""
"ATCOR MEDICAL HOLDINGS LIMITED","ACG","Health Care Equipment & Services","0.0270","0.0270","0.0270","0.0000","41520"
"ATHENA RESOURCES LIMITED","AHN","Materials","0.0320","0.0320","0.0320","0.0000","17200"
"ATLAS IRON LIMITED","AGO","Materials","0.0170","0.0180","0.0170","0.0000","3580752"
"ATLAS PEARLS AND PERFUMES LTD","ATP","Consumer Durables & Apparel",,"0.0270","0.0270","-0.0010","40000"
"ATRUM COAL LIMITED","ATU","Materials","0.1900","0.1900","0.1800","-0.0049","37034"
"AUB GROUP LIMITED","AUB","Insurance","12.8400","12.8800","12.8000","-0.0154","4918"
"AUCKLAND INTERNATIONAL AIRPORT LIMITED","AIA","Transportation","5.6900","5.7000","5.6800","-0.0102","38628"
"AUDALIA RESOURCES LIMITED","ACP","Materials",,"0.0130","0.0130","-0.0017","400000"
"AUDINATE GROUP LIMITED","AD8","Technology Hardware & Equipment",,"","","",""
"AUDIO PIXELS HOLDINGS LIMITED","AKP","Consumer Durables & Apparel","24.6100","24.7700","24.6000","-0.0197","1868"
"AUGEND LTD","AUG","Energy",,"","","",""
"AUKING MINING LIMITED","AKN","Materials","0.0050","0.0050","0.0050","0.0000","100000"
"AURA ENERGY LIMITED","AEE","Energy","0.0260","0.0260","0.0260","0.0000","136515"
"AURELIA METALS LIMITED","AMI","Materials","0.2600","0.2600","0.2600","0.0051","26063"
"AURIS MINERALS LIMITED","AUR","Materials","0.0760","0.0760","0.0760","0.0000","35786"
"AURIZON HOLDINGS LIMITED","AZJ","Transportation","4.8200","4.8300","4.8100","0.0000","578375"
"AUROCH MINERALS LTD","AOU","Materials","0.2350","0.2550","0.2350","0.0104","452680"
"AURORA ABSOLUTE RETURN FUND","ABW","Not Applic","0.4150","0.4150","0.4150","0.0000","1614"
"AURORA DIVIDEND INCOME TRUST (MANAGED FUND)","AOD","Not Applic","0.6350","0.6350","0.6350","-0.0098","9000"
"AURORA GLOBAL INCOME TRUST","AIB","Diversified Financials",,"0.5000","0.5000","0.0265","27672"
"AURORA LABS LIMITED","A3D","Capital Goods","0.5350","0.5500","0.5200","-0.0328","89807"
"AURORA MINERALS LIMITED","ARM","Materials","0.0420","0.0420","0.0420","-0.0010","44110"
"AURORA PROPERTY BUY-WRITE INCOME TRUST","AUP","Not Applic",,"4.5000","4.5000","0.0000","120"
"AUS ASIA MINERALS LIMITED","AQJ","Energy",,"","","",""
"AUS TIN MINING LTD","ANW","Materials","0.0080","0.0080","0.0080","0.0000","113375"
"AUSCANN GROUP HOLDINGS LTD","AC8","Pharmaceuticals, Biotechnology & Life Sciences","0.4350","0.4400","0.4300","0.0000","106021"
"AUSDRILL LIMITED","ASL","Materials","2.0850","2.1000","2.0500","0.0050","221612"
"AUSGOLD LIMITED","AUC","Materials","0.0280","0.0300","0.0280","0.0010","55506"
"AUSMEX MINING GROUP LIMITED","AMG","Materials","0.0600","0.0600","0.0600","0.0000","40022"
"AUSMON RESOURCES LIMITED","AOA","Materials","0.0040","0.0040","0.0040","0.0000","1304100"
"AUSNET FINANCIAL SERVICES LIMITED","AU1","Real Estate","0.0190","0.0190","0.0190","-0.0010","134892"
"AUSNET SERVICES HOLDINGS PTY LTD","ANV","Not Applic",,"","","",""
"AUSNET SERVICES LIMITED","AST","Utilities","1.6800","1.6820","1.6750","-0.0050","336041"
"AUSQUEST LIMITED","AQD","Materials","0.0220","0.0220","0.0220","0.0000","150000"
"AUSROC METALS LTD","ARK","Materials",,"","","",""
"AUSTAL LIMITED","ASB","Capital Goods","1.7400","1.7450","1.7350","0.0050","9128"
"AUSTCHINA HOLDINGS LIMITED","AUH","Energy","0.0080","0.0080","0.0080","0.0011","22631"
"AUSTEX OIL LIMITED","AOK","Energy","0.0130","0.0130","0.0130","-0.0009","530999"
"AUSTIN ENGINEERING LIMITED","ANG","Capital Goods","0.2350","0.2350","0.2350","0.0051","2727"
"AUSTOCK GROUP LIMITED","ACK","Insurance","0.9400","0.9400","0.9000","0.0102","18000"
"AUSTPAC RESOURCES NL","APG","Materials","0.0070","0.0070","0.0070","0.0000","346682"
"AUSTRAL GOLD LIMITED","AGD","Materials","0.1450","0.1450","0.1450","0.0000","14000"
"AUSTRALASIAN RESOURCES LIMITED","ARH","Materials",,"","","",""
"AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","ANZ","Banks","29.6800","29.7800","29.6500","-0.1098","299758"
"AUSTRALIA UNITED MINING LIMITED","AYM","Materials",,"0.0020","0.0020","0.0000","10000"
"AUSTRALIA WETOUCH TECHNOLOGY LIMITED","AWT","Class Pend",,"","","",""
"AUSTRALIAN AGRICULTURAL COMPANY LIMITED.","AAC","Food, Beverage & Tobacco","1.4900","1.4920","1.4850","0.0000","133582"
"AUSTRALIAN AGRICULTURAL PROJECTS LIMITED","AAP","Food, Beverage & Tobacco",,"0.0250","0.0250","0.0000","50000"
"AUSTRALIAN BAUXITE LIMITED.","ABX","Materials","0.1450","0.1450","0.1450","0.0000","16000"
"AUSTRALIAN CAREERS NETWORK LIMITED","ACO","Consumer Services",,"","","",""
"AUSTRALIAN COMMONWEALTH GOVERNMENT LOANS","XCL","Not Applic",,"","","",""
"AUSTRALIAN DAIRY FARMS GROUP","AHF","Food, Beverage & Tobacco","0.1200","0.1200","0.1200","0.0000","1858"
"AUSTRALIAN ENHANCED INCOME FUND","AYF","Not Applic","6.0800","6.0800","6.0800","-0.0201","346"
"AUSTRALIAN ETHICAL INVESTMENT LIMITED","AEF","Diversified Financials","129.8900","129.9000","129.8900","-0.0130","150"
"AUSTRALIAN FINANCE GROUP LTD","AFG","Banks","1.5850","1.6000","1.5800","0.0051","43566"
"AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED","AFI","Not Applic","5.8900","5.8900","5.8700","0.0000","32148"
"AUSTRALIAN GOVERNANCE MASTERS INDEX FUND LIMITED","AQF","Diversified Financials","1.8800","1.8800","1.8800","0.0000","16146"
"AUSTRALIAN GOVERNMENT TREASURY BONDS","GSB","Not Applic",,"","","",""
"AUSTRALIAN GOVERNMENT TREASURY INDEXED BONDS","GSI","Not Applic",,"","","",""
"AUSTRALIAN LEADERS FUND LIMITED","ALF","Diversified Financials","1.1400","1.1450","1.1400","-0.0050","11146"
"AUSTRALIAN MASTERS YIELD FUND NO 3 LIMITED","AYJ","Not Applic",,"","","",""
"AUSTRALIAN MASTERS YIELD FUND NO 4 LIMITED","AYK","Not Applic",,"","","",""
"AUSTRALIAN MASTERS YIELD FUND NO 5 LIMITED","AYZ","Not Applic",,"","","",""
"AUSTRALIAN MINES LIMITED","AUZ","Materials","0.0210","0.0210","0.0200","0.0000","6006965"
"AUSTRALIAN PACIFIC COAL LIMITED","AQC","Materials","0.0120","0.0120","0.0120","0.0000","90"
"AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED","API","Health Care Equipment & Services","1.4770","1.4920","1.4770","-0.0050","429919"
"AUSTRALIAN POTASH LIMITED","APC","Materials","0.0970","0.0970","0.0970","0.0010","90000"
"AUSTRALIAN RURAL CAPITAL LIMITED","ARC","Diversified Financials","0.6500","0.6500","0.6500","0.0000","179"
"AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED","AUI","Diversified Financials","8.3000","8.3000","8.2900","0.0000","5574"
"AUSTRALIAN UNITY LIMITED","AYU","Not Applic",,"","","",""
"AUSTRALIAN UNITY OFFICE FUND","AOF","Real Estate","2.2800","2.2900","2.2700","-0.0100","5025"
"AUSTRALIAN VANADIUM LIMITED","AVL","Materials","0.0140","0.0140","0.0140","0.0000","61708"
"AUSTRALIAN VINTAGE LTD","AVG","Food, Beverage & Tobacco","0.4300","0.4400","0.4300","0.0000","22564"
"AUSTRALIAN WHISKY HOLDINGS LIMITED","AWY","Food, Beverage & Tobacco","0.0330","0.0330","0.0330","0.0033","7000"
"AUSTRALIS OIL & GAS LIMITED","ATS","Energy","0.2050","0.2050","0.2000","0.0051","22284"
"AUSTSINO RESOURCES GROUP LIMITED","ANS","Materials",,"","","",""
"AUSWIDE BANK LTD","ABA","Banks","5.2900","5.2900","5.2900","0.0302","84"
"AUTHORISED INVESTMENT FUND LIMITED","AIY","Not Applic","0.0100","0.0100","0.0100","0.0000","100000"
"AUTOMOTIVE HOLDINGS GROUP LIMITED.","AHG","Retailing","3.3500","3.3600","3.3400","-0.0050","236734"
"AUTOMOTIVE SOLUTIONS GROUP LTD","4WD","Automobiles & Components","0.2150","0.2150","0.2100","0.0000","30000"
"AUTOSPORTS GROUP LIMITED.","ASG","Retailing","2.4000","2.4000","2.4000","0.0000","5600"
