"Company name","ASX code","GICS industry group","price","high","low","change","volume"
"KFW","KFW","Not Applic",,"","","",""
"KGL RESOURCES LIMITED","KGL","Materials","0.3000","0.3000","0.3000","0.0000","34134"
"KIBARAN RESOURCES LIMITED","KNL","Materials","0.1500","0.1550","0.1500","-0.0048","6271"
"KIDMAN RESOURCES LIMITED","KDR","Materials","0.7650","0.7650","0.7500","0.0153","225278"
"KIN MINING NL","KIN","Materials","0.3200","0.3200","0.3100","-0.0020","20709"
"KINA PETROLEUM LIMITED","KPL","Energy","0.1000","0.1000","0.1000","0.0031","6850"
"KINA SECURITIES LIMITED","KSL","Diversified Financials","0.8700","0.8700","0.8700","0.0000","12000"
"KINETIKO ENERGY LTD","KKO","Energy","0.0200","0.0200","0.0180","0.0000","50000"
"KING ISLAND SCHEELITE LIMITED","KIS","Materials","0.0310","0.0310","0.0310","0.0033","3000"
"KING RIVER COPPER LIMITED","KRC","Materials","0.0090","0.0100","0.0090","0.0000","70000"
"KINGFISHER TRUST 2016-1","KIG","Not Applic",,"","","",""
"KINGFORM HEALTH HOMETEXTILE GROUP LIMITED","KFG","Consumer Durables & Apparel",,"","","",""
"KINGSGATE CONSOLIDATED LIMITED.","KCN","Materials","0.2750","0.2800","0.2750","-0.0097","43641"
"KINGSLAND GLOBAL LTD","KLO","Real Estate","0.1900","0.1900","0.1900","0.0000","10000"
"KINGSROSE MINING LIMITED","KRM","Materials",,"","","",""
"KINGSTON RESOURCES LIMITED","KSN","Materials","0.0170","0.0170","0.0170","0.0000","153778"
"KIP MCGRATH EDUCATION CENTRES LIMITED","KME","Consumer Services","0.3700","0.3700","0.3700","0.0000","7136"
"KNEOMEDIA LIMITED","KNM","Software & Services","0.0680","0.0690","0.0670","-0.0010","121779"
"KNOSYS LIMITED","KNO","Software & Services","0.1350","0.1350","0.1350","-0.0048","8861"
"KOGAN.COM LTD","KGN","Retailing","3.2300","3.2300","3.2200","0.0052","58975"
"KOGI IRON LIMITED","KFE","Materials","0.0220","0.0220","0.0220","0.0000","80000"
"KOLLAKORN CORPORATION LIMITED","KKL","Technology Hardware & Equipment","0.0600","0.0600","0.0600","0.0010","1"
"KONEKT LIMITED","KKT","Health Care Equipment & Services","0.4750","0.4750","0.4750","-0.0098","64000"
"KOON HOLDINGS LIMITED","KNH","Capital Goods",,"","","",""
"KORAB RESOURCES LIMITED","KOR","Materials","0.0180","0.0180","0.0180","0.0000","140768"
"KORE POTASH LIMITED","K2P","Materials","0.1500","0.1500","0.1500","0.0000","20000"
"KOREA SOUTH-EAST POWER CO LTD","KOP","Not Applic",,"","","",""
"KORVEST LTD","KOV","Capital Goods","2.2000","2.2000","2.2000","-0.0488","590"
"KRAKATOA RESOURCES LIMITED","KTA","Materials","0.0480","0.0480","0.0450","0.0000","350001"
"KRESTA HOLDINGS LIMITED","KRS","Consumer Durables & Apparel","0.0870","0.0870","0.0870","-0.0038","23203"
"KULA GOLD LIMITED","KGD","Materials","0.0270","0.0270","0.0270","-0.0010","6104"
"KYCKR LIMITED","KYK","Software & Services","0.1950","0.2050","0.1950","-0.0095","35000"
"LACHLAN STAR LIMITED","LSA","Materials",,"","","",""
"LACONIA RESOURCES LIMITED","LCR","Materials","0.0180","0.0180","0.0170","0.0000","200000"
"LAKE RESOURCES N.L.","LKE","Materials","0.0480","0.0480","0.0480","0.0010","15164"
"LAKES OIL NL","LKO","Energy","0.0020","0.0020","0.0010","0.0020","6000000"
"LAND & HOMES GROUP LIMITED","LHM","Real Estate","0.0350","0.0360","0.0350","0.0045","151404"
"LANDMARK WHITE LIMITED","LMW","Real Estate","0.7200","0.7250","0.7200","0.0102","20032"
"LANEWAY RESOURCES LTD","LNY","Materials","0.0040","0.0040","0.0040","0.0000","250000"
"LANKA GRAPHITE LIMITED","LGR","Not Applic","0.0500","0.0500","0.0500","0.0000","9200"
"LANTERN HOTEL GROUP","LTN","Real Estate",,"","","",""
"LARAMIDE RESOURCES LTD","LAM","Energy",,"","","",""
"LASERBOND LIMITED","LBL","Capital Goods","0.1550","0.1550","0.1550","0.0107","4387"
"LATAM AUTOS LIMITED","LAA","Software & Services","0.1050","0.1050","0.1000","0.0000","142870"
"LATIN RESOURCES LIMITED","LRS","Materials","0.0050","0.0050","0.0050","0.0000","1324850"
"LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST","LCN","Not Applic",,"","","",""
"LATITUDE CONSOLIDATED LIMITED","LCD","Materials","0.0150","0.0150","0.0150","0.0000","19232"
"LATROBE MAGNESIUM LIMITED","LMG","Materials","0.0140","0.0140","0.0140","0.0000","200000"
"LAWSON GOLD LIMITED","LSN","Materials","0.0750","0.0750","0.0750","0.0000","150000"
"LBT INNOVATIONS LIMITED","LBT","Health Care Equipment & Services","0.3000","0.3050","0.3000","0.0000","53918"
"LEAF RESOURCES LTD","LER","Materials","0.0930","0.0930","0.0930","0.0000","6039"
"LEFROY EXPLORATION LIMITED","LEX","Materials","0.1700","0.1700","0.1700","0.0227","100000"
"LEGACY IRON ORE LIMITED","LCY","Materials","0.0050","0.0050","0.0050","0.0000","150000"
"LEGEND CORPORATION LIMITED","LGD","Capital Goods","0.1850","0.1850","0.1850","0.0106","41542"
"LEGEND MINING LIMITED","LEG","Materials","0.0100","0.0100","0.0100","0.0000","700000"
"LEIGH CREEK ENERGY LIMITED","LCK","Energy","0.1350","0.1350","0.1350","0.0000","28492"
"LENDLEASE GROUP","LLC","Real Estate","16.4500","16.4600","16.3750","0.0707","295898"
"LEPIDICO LTD","LPD","Materials","0.0110","0.0110","0.0110","-0.0009","56288"
"LIFE CORPORATION LTD","LFC","Consumer Services","0.0020","0.0020","0.0020","0.0000","834"
"LIFEHEALTHCARE GROUP LIMITED","LHC","Health Care Equipment & Services","2.4000","2.4000","2.4000","0.0000","8132"
"LIFESPOT HEALTH LTD","LSH","Health Care Equipment & Services","0.1500","0.1500","0.1500","0.0000","1000"
"LIFESTYLE COMMUNITIES LIMITED","LIC","Real Estate","4.1600","4.1600","4.1500","0.0200","2004"
"LINCOLN MINERALS LIMITED","LML","Materials","0.0380","0.0380","0.0380","-0.0019","800"
"LINDIAN RESOURCES LIMITED","LIN","Materials","0.0160","0.0160","0.0160","0.0011","2721"
"LINDSAY AUSTRALIA LIMITED","LAU","Transportation","0.3750","0.3750","0.3750","0.0000","6500"
"LINIUS TECHNOLOGIES LIMITED","LNU","Materials","0.0490","0.0490","0.0490","-0.0010","170934"
"LINK ADMINISTRATION HOLDINGS LIMITED","LNK","Software & Services","7.5850","7.5900","7.5600","-0.0296","56722"
"LION ENERGY LIMITED","LIO","Energy","0.0400","0.0400","0.0400","0.0021","263750"
"LION ONE METALS LIMITED","LLO","Materials",,"","","",""
"LION SELECTION GROUP LIMITED.","LSX","Diversified Financials","0.4250","0.4250","0.4250","0.0156","2226"
"LIONHUB GROUP LIMITED","LHB","Real Estate","0.0800","0.0800","0.0800","0.0000","2020"
"LIONTOWN RESOURCES LIMITED","LTR","Materials","0.0090","0.0090","0.0090","0.0000","1062332"
"LIQUEFIED NATURAL GAS LIMITED","LNG","Energy","0.5370","0.5400","0.5350","-0.0030","23281"
"LITHIUM AUSTRALIA NL","LIT","Materials","0.1200","0.1200","0.1200","0.0000","102797"
"LITHIUM CONSOLIDATED MINERAL EXPLORATION LIMITED","LI3","Materials","0.1050","0.1050","0.1050","0.0053","100000"
"LITHIUM POWER INTERNATIONAL LIMITED","LPI","Materials","0.3800","0.3800","0.3750","0.0000","12501"
"LITIGATION CAPITAL MANAGEMENT LIMITED","LCA","Diversified Financials",,"","","",""
"LIVEHIRE LIMITED","LVH","Software & Services","0.6900","0.6950","0.6800","-0.0020","205344"
"LIVETILES LIMITED","LVT","Software & Services","0.1900","0.1900","0.1900","0.0000","5500"
"LIVING CELL TECHNOLOGIES LIMITED","LCT","Pharmaceuticals, Biotechnology & Life Sciences","0.1350","0.1400","0.1350","0.0000","410918"
"LOCALITY PLANNING ENERGY HOLDINGS LIMITED","LPE","Utilities","0.0260","0.0260","0.0260","0.0010","16392"
"LODESTAR MINERALS LIMITED","LSR","Materials","0.0090","0.0090","0.0090","0.0000","1136732"
"LOGICAMMS LIMITED","LCM","Capital Goods","0.3000","0.3000","0.3000","0.0000","42220"
"LONDON CITY EQUITIES LIMITED","LCE","Diversified Financials","0.3600","0.3600","0.3600","0.0103","10700"
"LONGFORD RESOURCES LIMITED","LFR","Materials","0.0360","0.0360","0.0360","0.0010","26"
"LONGREACH OIL LIMITED","LGO","Energy",,"","","",""
"LOVE GROUP GLOBAL LTD","LVE","Software & Services","0.2100","0.2100","0.2100","-0.0096","10000"
"LOVISA HOLDINGS LIMITED","LOV","Retailing","4.6200","4.6200","4.5700","0.0102","13380"
"LUCAPA DIAMOND COMPANY LIMITED","LOM","Materials","0.2550","0.2550","0.2550","0.0000","40669"
"LUIRI GOLD LIMITED","LGM","Materials",,"","","",""
"LWP TECHNOLOGIES LIMITED","LWP","Energy","0.0010","0.0010","0.0010","0.0000","520000"
"LYCOPODIUM LIMITED","LYL","Capital Goods","3.8500","3.8500","3.8500","-0.0100","10000"
"LYNAS CORPORATION LIMITED","LYC","Materials","0.1800","0.1870","0.1800","-0.0049","12258708"
"MACA LIMITED","MLD","Materials","1.9970","2.0100","1.9950","-0.0080","224156"
"MACARTHUR AUSTRALIA LIMITED","MMM","Class Pend",,"","","",""
"MACH7 TECHNOLOGIES LIMITED","M7T","Health Care Equipment & Services","0.1500","0.1500","0.1500","-0.0048","20276"
"MACMAHON HOLDINGS LIMITED","MAH","Capital Goods","0.1900","0.1900","0.1900","0.0051","10000"
"MACPHERSONS RESOURCES LIMITED","MRP","Materials","0.1700","0.1700","0.1700","0.0052","3636"
"MACQUARIE ATLAS ROADS GROUP","MQA","Transportation","5.7500","5.7750","5.7400","-0.0201","555571"
"MACQUARIE BANK LIMITED","MBL","Not Applic",,"","","",""
"MACQUARIE GROUP LIMITED","MQG","Diversified Financials","86.1850","86.5100","86.1800","0.2327","80066"
"MACQUARIE MEDIA LIMITED","MRN","Media","1.0600","1.0600","1.0500","-0.0830","17418"
"MACQUARIE TELECOM GROUP LIMITED","MAQ","Telecommunication Services","14.5300","14.5300","14.5300","-0.2746","136"
"MAGELLAN FINANCIAL GROUP LIMITED","MFG","Diversified Financials","24.3400","24.3700","24.3000","0.0901","32484"
"MAGMATIC RESOURCES LIMITED","MAG","Materials","0.1300","0.1300","0.1300","-0.0048","10000"
"MAGNETIC RESOURCES NL","MAU","Materials","0.2000","0.2000","0.2000","-0.0261","2040"
"MAGNETITE MINES LIMITED.","MGT","Materials","0.0310","0.0310","0.0310","0.0021","32500"
"MAGNIS RESOURCES LIMITED.","MNS","Materials","0.4400","0.4600","0.4400","-0.0069","37269"
"MAGNUM GAS & POWER LIMITED","MPE","Energy","0.0020","0.0020","0.0020","0.0000","1390550"
"MAGNUM MINING AND EXPLORATION LIMITED","MGU","Materials","0.0550","0.0580","0.0550","0.0000","85613"
"MAGONTEC LIMITED","MGL","Materials","0.0370","0.0370","0.0370","0.0010","512"
"MAINSTREAMBPO LIMITED","MAI","Diversified Financials","0.5700","0.5700","0.5700","-0.0239","1000"
"MAJESTIC HORIZON HOLDINGS LTD","MHH","Class Pend",,"","","",""
"MALACHITE RESOURCES LIMITED","MAR","Materials","0.0050","0.0050","0.0050","0.0000","500000"
"MANAGED ACCOUNTS HOLDINGS LIMITED","MGP","Diversified Financials","0.2800","0.2800","0.2700","0.0000","10000"
"MANALTO LIMITED","MTL","Software & Services","0.0100","0.0100","0.0100","0.0000","100000"
"MANAS RESOURCES LIMITED","MSR","Materials","0.0030","0.0030","0.0030","0.0000","50000"
"MANDALONG RESOURCES LIMITED","MDD","Materials",,"","","",""
"MANHATTAN CORPORATION LIMITED","MHC","Energy","0.0400","0.0400","0.0400","-0.0044","200000"
"MANTLE MINING CORPORATION LIMITED","MNM","Materials","0.0090","0.0090","0.0080","0.0000","1193129"
"MANTRA GROUP LIMITED","MTR","Consumer Services","2.9350","2.9500","2.9200","0.0050","126534"
"MANUKA RESOURCES LTD","MKR","Class Pend",,"","","",""
"MARENICA ENERGY LTD","MEY","Energy","0.1100","0.1100","0.1100","0.0000","30384"
"MARETERRAM LIMITED","MTM","Capital Goods","0.2900","0.2900","0.2900","0.0051","6500"
"MARINDI METALS LIMITED","MZN","Materials","0.0100","0.0100","0.0100","0.0000","898411"
"MARINER CORPORATION LIMITED","MCX","Diversified Financials","0.0600","0.0600","0.0600","0.0000","120"
"MARMOTA LIMITED","MEU","Energy","0.0180","0.0180","0.0180","0.0000","20000"
"MARQUEE RESOURCES LIMITED","MQR","Materials","0.1700","0.1700","0.1700","0.0000","20000"
"MARTIN AIRCRAFT COMPANY LIMITED","MJP","Capital Goods","0.0600","0.0600","0.0600","0.0000","9763"
"MASTERMYNE GROUP LIMITED","MYE","Materials","0.5400","0.5400","0.5400","0.0000","807"
"MATADOR MINING LIMITED","MZZ","Materials","0.2200","0.2200","0.2200","0.0105","3514"
"MATRIX COMPOSITES & ENGINEERING LIMITED","MCE","Energy","0.4500","0.4500","0.4500","0.0050","6644"
"MATSA RESOURCES LIMITED","MAT","Materials","0.1850","0.1850","0.1850","0.0000","7000"
"MAXIMUS RESOURCES LIMITED","MXR","Materials","0.0010","0.0010","0.0010","0.0000","575000"
"MAXITRANS INDUSTRIES LIMITED","MXI","Capital Goods","0.6850","0.6850","0.6850","0.0000","20000"
"MAXSEC GROUP LIMITED","MSP","Technology Hardware & Equipment",,"","","",""
"MAYFIELD CHILDCARE LIMITED","MFD","Consumer Services","1.0400","1.0400","1.0400","0.0000","15000"
"MAYNE PHARMA GROUP LIMITED","MYX","Pharmaceuticals, Biotechnology & Life Sciences","0.6900","0.6900","0.6820","0.0000","917575"
"MAYUR RESOURCES LIMITED","MRL","Class Pend",,"","","",""
"MCALEESE LIMITED","MCS","Transportation",,"","","",""
"MCGRATH LIMITED","MEA","Real Estate","0.8000","0.8000","0.8000","0.0000","397"
"MCMILLAN SHAKESPEARE LIMITED","MMS","Commercial & Professional Services","14.9500","14.9500","14.8900","-0.0045","51614"
"MCPHERSON'S LIMITED","MCP","Consumer Durables & Apparel","1.5600","1.5650","1.5350","0.0000","20483"
"MCS SERVICES LIMITED","MSG","Commercial & Professional Services","0.0270","0.0270","0.0270","0.0010","87924"
"MEC RESOURCES LIMITED","MMR","Energy","0.0280","0.0280","0.0250","-0.0010","393584"
"MEDADVISOR LIMITED","MDR","Health Care Equipment & Services","0.0330","0.0330","0.0330","0.0000","226320"
"MEDALLION TRUST SERIES 2013-2","MBJ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-1","MDZ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-1P","MPZ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-2","MZB","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2015-1","MZA","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2015-2","MZC","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2016-1","MZF","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2016-2","MZT","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2017-1","MZ1","Not Applic",,"","","",""
"MEDIBANK PRIVATE LIMITED","MPL","Insurance","3.0450","3.0600","3.0400","0.0000","965107"
"MEDIBIO LIMITED","MEB","Pharmaceuticals, Biotechnology & Life Sciences","0.3500","0.3500","0.3500","-0.0189","8650"
"MEDICAL AUSTRALIA LIMITED","MLA","Health Care Equipment & Services","0.0830","0.0830","0.0830","0.0000","92397"
"MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","MVP","Pharmaceuticals, Biotechnology & Life Sciences","5.0900","5.0900","5.0900","0.0000","307"
"MEDIGARD LIMITED","MGZ","Health Care Equipment & Services","0.0270","0.0270","0.0270","0.0022","44000"
"MEDLAB CLINICAL LIMITED","MDC","Pharmaceuticals, Biotechnology & Life Sciences","0.6650","0.6850","0.6600","0.0483","50398"
"MEDUSA MINING LIMITED","MML","Materials","0.2900","0.2920","0.2900","0.0000","4086"
"MEGAPORT LIMITED","MP1","Software & Services","2.2500","2.2600","2.2200","-0.0198","9186"
"MEJORITY CAPITAL LIMITED","MJC","Diversified Financials","0.0180","0.0180","0.0180","0.0023","258242"
"MELBANA ENERGY LIMITED","MAY","Energy",,"","","",""
"MELBOURNE IT LIMITED","MLB","Software & Services","3.0700","3.0700","3.0600","0.0101","13180"
"MEMPHASYS LIMITED.","MEM","Pharmaceuticals, Biotechnology & Life Sciences","0.0030","0.0030","0.0030","0.0000","167000"
"MERCANTILE INVESTMENT COMPANY LTD","MVT","Diversified Financials","0.1550","0.1550","0.1550","0.0000","136420"
"MERCHANT HOUSE INTERNATIONAL LIMITED","MHI","Consumer Durables & Apparel","0.1950","0.1950","0.1950","0.0000","6600"
"MERCURY NZ LIMITED","MCY","Utilities",,"","","",""
"MERIDIAN ENERGY LIMITED","MEZ","Utilities",,"","","",""
"MERLIN DIAMONDS LIMITED","MED","Materials","0.0060","0.0060","0.0060","0.0000","321500"
"MESA MINERALS LIMITED","MAS","Materials",,"","","",""
"MESOBLAST LIMITED","MSB","Pharmaceuticals, Biotechnology & Life Sciences","1.4500","1.4600","1.4400","-0.0049","66051"
"METAL BANK LIMITED","MBK","Materials","0.0290","0.0300","0.0290","0.0000","459600"
"METALICITY LIMITED","MCT","Materials","0.0360","0.0360","0.0360","0.0000","147102"
"METALLICA MINERALS LIMITED","MLM","Materials","0.0670","0.0670","0.0660","-0.0010","797231"
"METALLUM LIMITED","MNE","Materials","0.0290","0.0290","0.0290","-0.0010","643829"
"METALS AUSTRALIA LTD","MLS","Materials","0.0040","0.0040","0.0040","0.0000","100000"
"METALS X LIMITED","MLX","Materials","0.8550","0.8550","0.8500","0.0050","112815"
"METALSTECH LIMITED","MTC","Materials","0.0980","0.0980","0.0950","0.0031","44267"
"METCASH LIMITED","MTS","Food & Staples Retailing","2.7850","2.7900","2.7700","0.0150","393023"
"METEORIC RESOURCES NL","MEI","Materials","0.0310","0.0320","0.0310","0.0010","242926"
"METGASCO LIMITED","MEL","Energy","0.0440","0.0440","0.0440","0.0010","94136"
"METLIFECARE LIMITED","MEQ","Health Care Equipment & Services",,"","","",""
"METMINCO LIMITED","MNC","Materials","0.0410","0.0410","0.0410","-0.0010","225000"
"METRO MINING LIMITED","MMI","Energy","0.1800","0.1800","0.1750","0.0000","273387"
"METRO PERFORMANCE GLASS LIMITED","MPP","Materials",,"","","",""
"MFF CAPITAL INVESTMENTS LIMITED","MFF","Diversified Financials","1.9400","1.9500","1.9350","-0.0099","85395"
"MG UNIT TRUST","MGC","Food, Beverage & Tobacco","0.6400","0.6520","0.6400","-0.0050","129486"
"MGC PHARMACEUTICALS LTD","MXC","Pharmaceuticals, Biotechnology & Life Sciences","0.0440","0.0440","0.0440","0.0000","284635"
"MGM WIRELESS LIMITED","MWR","Software & Services","0.4250","0.4250","0.4200","-0.0098","20612"
"MHM METALS LIMITED","MHM","Materials",,"","","",""
"MICHAEL HILL INTERNATIONAL LIMITED","MHJ","Consumer Durables & Apparel",,"","","",""
"MICRO-X LIMITED","MX1","Health Care Equipment & Services","0.4000","0.4050","0.4000","0.0051","10256"
"MIDDLE ISLAND RESOURCES LIMITED","MDI","Materials","0.0260","0.0260","0.0260","0.0000","300000"
"MIDWAY LIMITED","MWY","Materials","2.4500","2.4500","2.4500","-0.0490","10000"
"MIGME LIMITED","MIG","Software & Services",,"","","",""
"MILLENNIUM MINERALS LIMITED","MOY","Materials","0.1750","0.1750","0.1750","0.0051","102554"
"MILLENNIUM SERVICES GROUP LIMITED","MIL","Commercial & Professional Services","1.6200","1.6200","1.6200","-0.0295","1600"
"MILLINIUM'S ALTERNATIVES FUND.","MAX","Not Applic",,"","","",""
"MILTON CORPORATION LIMITED","MLT","Diversified Financials","4.4600","4.4600","4.4600","0.0000","6718"
"MINBOS RESOURCES LIMITED","MNB","Materials","0.0040","0.0040","0.0040","0.0000","10000"
"MINCOR RESOURCES NL","MCR","Materials","0.2650","0.2650","0.2650","0.0000","13200"
"MINDAX LIMITED","MDX","Materials","0.0080","0.0080","0.0080","0.0000","101565"
"MINERAL COMMODITIES LTD","MRC","Materials","0.1200","0.1200","0.1200","0.0000","7000"
"MINERAL DEPOSITS LIMITED","MDL","Materials","0.8200","0.8300","0.8000","0.0000","4304"
"MINERAL RESOURCES LIMITED","MIN","Materials","15.4950","15.5050","15.3500","-0.0744","253019"
"MINOTAUR EXPLORATION LTD","MEP","Materials","0.0650","0.0650","0.0650","0.0021","66500"
"MINREX RESOURCES LIMITED","MRR","Materials","0.0530","0.0530","0.0520","0.0021","150000"
"MINT PAYMENTS LIMITED","MNW","Software & Services","0.0460","0.0460","0.0440","0.0021","110999"
"MINTAILS LIMITED","MLI","Materials",,"","","",""
"MIRRABOOKA INVESTMENTS LIMITED","MIR","Diversified Financials","2.8100","2.8200","2.8100","0.0101","35500"
"MIRVAC GROUP","MGR","Real Estate","2.3100","2.3200","2.3000","0.0051","1605010"
"MISSION NEWENERGY LIMITED","MBT","Energy",,"","","",""
"MITCHELL SERVICES LIMITED","MSV","Capital Goods","0.0390","0.0390","0.0390","0.0010","22867"
"MITHRIL RESOURCES LIMITED","MTH","Materials","0.0020","0.0030","0.0020","-0.0007","351240"
"MITULA GROUP LIMITED","MUA","Software & Services","0.6150","0.6150","0.6150","0.0050","2500"
"MMA OFFSHORE LIMITED","MRM","Transportation","0.1850","0.1850","0.1850","0.0000","697"
"MMG LIMITED","MMG","Materials",,"","","",""
"MMJ PHYTOTECH LIMITED","MMJ","Pharmaceuticals, Biotechnology & Life Sciences","0.3700","0.3700","0.3650","0.0000","17152"
"MNC MEDIA INVESTMENT LTD","MIH","Telecommunication Services",,"","","",""
"MNF GROUP LIMITED","MNF","Telecommunication Services","5.0600","5.1500","5.0600","-0.0496","15527"
"MOBECOM LIMITED","MBM","Materials",,"","","",""
"MOBILARM LIMITED","MBO","Technology Hardware & Equipment",,"","","",""
"MOBILE EMBRACE LIMITED","MBE","Software & Services","0.0560","0.0570","0.0560","-0.0010","121810"
"MOBILICOM LIMITED","MOB","Technology Hardware & Equipment","0.1550","0.1550","0.1550","-0.0049","25000"
"MOD RESOURCES LIMITED","MOD","Materials","0.0650","0.0650","0.0650","0.0000","30554"
"MOELIS AUSTRALIA LIMITED","MOE","Diversified Financials","5.5900","5.6000","5.5000","0.1543","4124"
"MOKO SOCIAL MEDIA LIMITED","MKB","Software & Services",,"","","",""
"MOLOPO ENERGY LIMITED","MPO","Energy","0.1400","0.1400","0.1400","0.0000","4100"
"MONADELPHOUS GROUP LIMITED","MND","Capital Goods","15.1400","15.1500","15.0600","0.0197","32258"
"MONASH ABSOLUTE INVESTMENT COMPANY LIMITED","MA1","Not Applic","0.7650","0.7750","0.7650","0.0000","39000"
"MONASH IVF GROUP LIMITED","MVF","Pharmaceuticals, Biotechnology & Life Sciences","1.5700","1.5750","1.5600","-0.0020","25024"
"MONAX MINING LIMITED","MOX","Materials","0.0060","0.0060","0.0060","0.0012","198666"
"MONEY3 CORPORATION LIMITED","MNY","Diversified Financials","1.4800","1.4900","1.4800","-0.0070","8842"
"MONTEZUMA MINING COMPANY LTD","MZM","Materials","0.1700","0.1700","0.1700","0.0000","14050"
"MORETON RESOURCES LTD","MRV","Energy","0.0110","0.0110","0.0110","0.0000","235847"
"MORPHIC ETHICAL EQUITIES FUND LIMITED","MEC","Diversified Financials",,"","","",""
"MORTGAGE CHOICE LIMITED","MOC","Banks","2.4650","2.4800","2.4600","0.0000","28130"
"MOTOPIA LIMITED","MOT","Software & Services","0.0400","0.0400","0.0400","0.0071","12500"
"MOTORCYCLE HOLDINGS LIMITED","MTO","Retailing","4.2300","4.2500","4.2100","-0.0102","189520"
"MOUNT BURGESS MINING NL","MTB","Materials","0.0080","0.0080","0.0080","0.0000","100000"
"MOUNT GIBSON IRON LIMITED","MGX","Materials","0.4670","0.4670","0.4450","0.0071","805441"
"MOUNT RIDLEY MINES LIMITED","MRD","Materials","0.0070","0.0070","0.0060","0.0012","1088000"
"MRG METALS LIMITED","MRQ","Materials","0.0050","0.0050","0.0050","0.0000","1214883"
"MSL SOLUTIONS LIMITED","MPW","Software & Services","0.2500","0.2500","0.2500","0.0000","57406"
"MSM CORPORATION INTERNATIONAL LTD","MSM","Software & Services","0.2350","0.2350","0.2350","-0.0049","177"
"MULTIPLEX SITES TRUST","MXU","Real Estate",,"","","",""
"MULTISTACK INTERNATIONAL LIMITED","MSI","Capital Goods","0.0080","0.0080","0.0080","0.0000","38710"
"MURCHISON HOLDINGS LIMITED","MCH","Diversified Financials",,"","","",""
"MURRAY COD AUSTRALIA LIMITED","MCA","Food, Beverage & Tobacco","0.0680","0.0680","0.0680","-0.0010","200000"
"MURRAY RIVER ORGANICS GROUP LIMITED","MRG","Food, Beverage & Tobacco","0.3400","0.3500","0.3400","-0.0097","123618"
"MUSGRAVE MINERALS LIMITED","MGV","Materials","0.0730","0.0730","0.0720","-0.0019","47373"
"MUSTANG RESOURCES LIMITED","MUS","Materials","0.0850","0.0850","0.0830","0.0000","4221327"
"MUSTERA PROPERTY GROUP LIMITED","MPX","Real Estate","0.2800","0.2800","0.2800","0.0104","2500"
"MYER HOLDINGS LIMITED","MYR","Retailing","0.7370","0.7400","0.7350","0.0020","106940"
"MYFIZIQ LIMITED","MYQ","Software & Services","0.0500","0.0500","0.0500","0.0000","30000"
"MYOB GROUP LIMITED","MYO","Software & Services","3.5950","3.6100","3.5900","0.0000","94944"
"MYSTATE LIMITED","MYS","Banks","4.7400","4.8300","4.7300","-0.0100","9539"
"MZI RESOURCES LTD","MZI","Materials","0.1800","0.1800","0.1750","-0.0020","4579"
"N1 HOLDINGS LIMITED","N1H","Banks","0.1800","0.1800","0.1800","-0.0049","3388"
"NAGAMBIE RESOURCES LIMITED","NAG","Materials","0.0380","0.0380","0.0380","-0.0010","12000"
"NAMOI COTTON CO-OPERATIVE LIMITED","NAM","Commercial & Professional Services","0.4500","0.4500","0.4500","0.0050","10000"
"NANOSONICS LIMITED","NAN","Health Care Equipment & Services","2.5200","2.5300","2.5100","-0.0199","147413"
"NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED","NAC","Not Applic","1.0250","1.0250","1.0250","-0.0099","470"
"NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","NCC","Not Applic","1.4450","1.4450","1.4450","-0.0049","4630"
"NATIONAL AUSTRALIA BANK LIMITED","NAB","Banks","30.2800","30.3400","30.2700","0.0666","273787"
"NATIONAL RMBS TRUST 2011-1 SERIES 2011-1","NAF","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2011-2 SERIES 2011-2","NAO","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2012-2 SERIES 2012-2","NAH","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2015-1 SERIES 2015-1","NAJ","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2016-1","NRM","Not Applic",,"","","",""
"NATIONAL STORAGE REIT","NSR","Real Estate","1.5450","1.5550","1.5450","-0.0049","90228"
"NATIONAL VETERINARY CARE LTD","NVL","Health Care Equipment & Services","2.6300","2.6300","2.6200","0.0100","15454"
"NAVARRE MINERALS LIMITED","NML","Materials","0.0560","0.0560","0.0560","0.0032","10000"
"NAVIGATOR RESOURCES LIMITED","NAV","Materials",,"","","",""
"NAVITAS LIMITED","NVT","Consumer Services","4.5100","4.5200","4.4800","0.0149","171412"
"NEARMAP LTD","NEA","Software & Services","0.6150","0.6300","0.6100","0.0101","299221"
"NELSON RESOURCES LIMITED","NES","Class Pend",,"","","",""
"NEMEX RESOURCES LIMITED","NXR","Materials",,"","","",""
